true_x,true_y,pred_x,pred_y
"[51.733333333333334, 51.46666666666667, 50.8, 50.53333333333333, 56.93333333333333, 58.8, 55.06666666666667, 52.266666666666666, 53.2, 54.53333333333333, 55.46666666666667, 56.93333333333333, 57.333333333333336, 51.733333333333334, 52.666666666666664, 0.0, 54.8]","[41.23222748815166, 41.46919431279621, 47.867298578199055, 54.02843601895734, 45.497630331753555, 54.02843601895734, 60.66350710900474, 59.47867298578199, 65.16587677725119, 67.53554502369668, 61.611374407582936, 68.72037914691943, 71.80094786729858, 39.33649289099526, 40.28436018957346, 0.0, 40.28436018957346]","[51.87500000000001, 51.145833333333336, 50.72916666666667, 50.67708333333333, 56.822916666666664, 58.177083333333336, 55.104166666666664, 52.65625000000001, 52.03124999999999, 59.635416666666664, 53.07291666666667, 56.25, 56.510416666666664, 59.53125, 57.1875, 0.0, 52.604166666666664]","[40.925925925925924, 44.074074074074076, 51.2962962962963, 57.03703703703704, 45.27777777777778, 54.44444444444444, 60.27777777777777, 58.24074074074074, 66.66666666666666, 0.6481481481481481, 70.27777777777777, 58.7037037037037, 66.2962962962963, 0.6481481481481481, 71.66666666666667, 0.0, 39.907407407407405]"
"[50.32154340836013, 48.553054662379424, 48.07073954983923, 49.51768488745981, 51.92926045016077, 53.37620578778135, 51.446945337620576, 49.19614147909968, 49.51768488745981, 49.356913183279744, 52.250803858520904, 51.92926045016077, 51.768488745980704, 50, 50.80385852090032, 49.51768488745981, 51.768488745980704]","[43.142857142857146, 46.857142857142854, 50.57142857142857, 52.285714285714285, 46, 50, 53.42857142857143, 54, 61.42857142857143, 69.42857142857143, 53.714285714285715, 61.714285714285715, 68.57142857142857, 42.285714285714285, 42.285714285714285, 42.57142857142857, 42.57142857142857]","[50.260416666666664, 48.541666666666664, 47.708333333333336, 49.114583333333336, 52.44791666666667, 53.28125, 52.39583333333333, 49.6875, 49.21875, 48.95833333333333, 51.927083333333336, 52.1875, 51.979166666666664, 49.947916666666664, 50.67708333333333, 49.583333333333336, 51.5625]","[42.407407407407405, 46.2037037037037, 50.74074074074074, 52.5, 46.01851851851852, 50.18518518518519, 52.5, 55.46296296296296, 62.68518518518519, 68.7037037037037, 55.46296296296296, 63.05555555555556, 68.98148148148148, 41.66666666666667, 41.66666666666667, 42.03703703703704, 41.75925925925926]"
"[52.53333333333333, 50.4, 48.93333333333333, 51.2, 54, 54.8, 54, 51.06666666666667, 50.53333333333333, 50.53333333333333, 53.6, 53.06666666666667, 53.06666666666667, 51.86666666666667, 52.8, 51.46666666666667, 0.0]","[37.203791469194314, 38.15165876777251, 42.89099526066351, 41.943127962085306, 38.15165876777251, 43.60189573459716, 43.36492890995261, 51.18483412322275, 57.345971563981045, 63.507109004739334, 51.18483412322275, 57.345971563981045, 63.507109004739334, 36.25592417061611, 36.018957345971565, 35.78199052132702, 0.0]","[52.135416666666664, 50.208333333333336, 49.270833333333336, 51.24999999999999, 53.697916666666664, 54.53125, 52.23958333333333, 50.72916666666667, 50.416666666666664, 50.31250000000001, 52.864583333333336, 52.96875, 52.760416666666664, 51.87500000000001, 52.44791666666667, 51.302083333333336, 0.0]","[36.2962962962963, 38.88888888888889, 42.592592592592595, 42.5, 38.7962962962963, 42.68518518518519, 42.407407407407405, 48.888888888888886, 56.666666666666664, 62.5, 48.7962962962963, 56.574074074074076, 62.77777777777778, 35.55555555555556, 35.37037037037037, 35.74074074074074, 0.0]"
"[58, 57.2, 56.666666666666664, 57.06666666666667, 0.0, 0.0, 0.0, 57.2, 57.46666666666667, 57.333333333333336, 0.0, 0.0, 0.0, 57.733333333333334, 58.4, 57.333333333333336, 58.8]","[34.360189573459714, 33.88625592417062, 35.78199052132702, 37.677725118483416, 0.0, 0.0, 0.0, 39.573459715639814, 43.36492890995261, 45.97156398104266, 0.0, 0.0, 0.0, 33.41232227488152, 33.649289099526065, 32.464454976303315, 32.93838862559242]","[39.895833333333336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[91.38888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[40.666666666666664, 39.46666666666667, 39.333333333333336, 41.333333333333336, 42.53333333333333, 43.46666666666667, 41.86666666666667, 40.666666666666664, 42, 42.53333333333333, 42.93333333333333, 43.6, 44, 0.0, 0.0, 0.0, 41.333333333333336]","[45.97156398104266, 47.39336492890995, 50.947867298578196, 52.3696682464455, 46.44549763033175, 50.23696682464455, 52.132701421800945, 52.843601895734594, 58.53080568720379, 61.84834123222749, 52.3696682464455, 58.29383886255924, 61.611374407582936, 0.0, 0.0, 0.0, 44.78672985781991]","[40.46875, 40.208333333333336, 40.15625, 40.416666666666664, 41.5625, 42.8125, 42.70833333333333, 41.041666666666664, 42.03125, 42.70833333333333, 99.94791666666667, 42.552083333333336, 43.125, 0.0, 0.0, 0.0, 40.520833333333336]","[45.46296296296296, 47.68518518518518, 50.27777777777778, 51.94444444444445, 46.666666666666664, 49.351851851851855, 50.83333333333333, 52.77777777777778, 56.2037037037037, 60.64814814814815, 77.12962962962962, 52.03703703703704, 55.55555555555556, 0.0, 0.0, 0.0, 45.092592592592595]"
"[48.78048780487805, 45.6910569105691, 44.22764227642276, 46.666666666666664, 49.75609756097561, 49.75609756097561, 49.75609756097561, 46.34146341463415, 46.016260162601625, 45.853658536585364, 48.94308943089431, 50.08130081300813, 51.05691056910569, 48.61788617886179, 49.10569105691057, 47.642276422764226, 0.0]","[37.391304347826086, 40, 45.21739130434783, 46.08695652173913, 41.15942028985507, 44.05797101449275, 48.11594202898551, 50.72463768115942, 57.10144927536232, 63.47826086956522, 50.43478260869565, 56.231884057971016, 64.6376811594203, 36.81159420289855, 36.81159420289855, 36.81159420289855, 0.0]","[48.125, 50.208333333333336, 49.84375, 46.5625, 44.739583333333336, 45.729166666666664, 49.427083333333336, 50.0, 50.625, 46.927083333333336, 46.5625, 46.458333333333336, 49.166666666666664, 47.552083333333336, 0.0, 0.0, 0.0]","[38.7037037037037, 43.148148148148145, 45.18518518518518, 38.611111111111114, 42.96296296296296, 44.907407407407405, 48.61111111111111, 55.55555555555556, 62.68518518518519, 48.98148148148148, 55.648148148148145, 61.57407407407407, 35.833333333333336, 35.18518518518518, 0.0, 0.0, 0.0]"
"[50.266666666666666, 48.93333333333333, 48.8, 49.733333333333334, 51.46666666666667, 51.733333333333334, 50.53333333333333, 49.333333333333336, 49.6, 49.46666666666667, 51.333333333333336, 50.93333333333333, 51.06666666666667, 0.0, 0.0, 49.733333333333334, 50.8]","[56.161137440758296, 58.29383886255924, 60.66350710900474, 61.13744075829384, 58.29383886255924, 61.13744075829384, 61.37440758293839, 65.40284360189574, 68.95734597156398, 72.27488151658768, 65.16587677725119, 68.72037914691943, 72.51184834123222, 0.0, 0.0, 56.39810426540284, 56.39810426540284]","[50.15625, 50.10416666666667, 50.05208333333333, 50.10416666666667, 50.208333333333336, 50.31250000000001, 50.260416666666664, 50.10416666666667, 50.10416666666667, 50.15625, 50.260416666666664, 50.260416666666664, 50.208333333333336, 0.0, 0.0, 50.15625, 50.15625]","[59.074074074074076, 59.25925925925925, 61.01851851851852, 62.31481481481481, 59.25925925925925, 61.01851851851852, 61.85185185185185, 62.59259259259259, 66.2962962962963, 70.27777777777777, 62.68518518518519, 66.38888888888889, 70.55555555555556, 0.0, 0.0, 58.7037037037037, 58.88888888888889]"
"[50.4, 47.46666666666667, 43.60000016276042, 47.86666666666667, 52.666666666666664, 55.6, 53.46666666666667, 47.06666666666667, 47.46666666666667, 47.06666666666667, 51.333333333333336, 50.53333333333333, 51.06666666666667, 49.6, 51.06666666666667, 48.8, 52.666666666666664]","[38.62559241706161, 40.28436018957346, 50.710901553545625, 45.497630331753555, 41.70616113744076, 52.132701421800945, 55.687203791469194, 64.21800947867298, 75.35545023696683, 84.12322274881517, 63.981042654028435, 74.17061611374407, 82.70142180094787, 36.72985781990521, 36.72985781990521, 36.018957345971565, 36.018957345971565]","[50.260416666666664, 46.40625, 43.854166666666664, 47.447916666666664, 53.697916666666664, 55.208333333333336, 52.604166666666664, 47.5, 47.96875, 48.072916666666664, 52.135416666666664, 52.1875, 51.61458333333333, 49.73958333333333, 51.24999999999999, 48.4375, 52.44791666666667]","[37.5, 41.388888888888886, 49.907407407407405, 45.55555555555556, 42.77777777777778, 52.129629629629626, 55.18518518518518, 61.01851851851852, 72.87037037037038, 83.88888888888889, 61.29629629629629, 72.96296296296296, 83.24074074074073, 36.2037037037037, 36.666666666666664, 35.74074074074074, 36.48148148148148]"
"[48.53333333333333, 47.333333333333336, 45.2, 46.4, 51.06666666666667, 51.6, 49.46666666666667, 46.8, 48.4, 48.4, 49.733333333333334, 50, 50.53333333333333, 48, 49.2, 0.0, 49.86666666666667]","[40.04739336492891, 40.99526066350711, 46.208530805687204, 43.60189573459716, 42.18009478672986, 48.81516587677725, 46.208530805687204, 54.73933649289099, 61.13744075829384, 66.35071090047393, 54.976303317535546, 61.13744075829384, 66.35071090047393, 39.09952606635071, 39.33649289099526, 0.0, 39.573459715639814]","[8.697916666666666, 0.3645833333333333, 10.104166666666666, 49.270833333333336, 0.3645833333333333, 8.385416666666666, 47.34375, 0.3645833333333333, 7.8125, 45.729166666666664, 0.3645833333333333, 7.5, 46.666666666666664, 0.0, 3.6458333333333335, 0.0, 50.83333333333333]","[30.555555555555557, 48.24074074074074, 32.5, 43.148148148148145, 52.129629629629626, 34.074074074074076, 42.96296296296296, 53.61111111111111, 37.5, 46.75925925925926, 58.333333333333336, 35.648148148148145, 46.574074074074076, 56.111111111111114, 57.12962962962963, 0.0, 43.24074074074074]"
"[46.93333333333333, 43.2, 42.53333333333333, 45.99999994574653, 48, 48.93333333333333, 48.93333333333333, 43.6, 44, 43.46666666666667, 46.8, 46.13333333333333, 44.8, 46.7999999891493, 47.33333334418402, 45.733333333333334, 0.0]","[36.72985780276859, 39.33649289099526, 45.497630331753555, 44.07582940102288, 39.09952606635071, 43.36492890995261, 45.023696682464454, 51.4218009478673, 59.241706161137444, 65.63981042654028, 51.4218009478673, 59.00473933649289, 64.21800947867298, 36.018957363108186, 36.25592417061611, 35.308056872037916, 0.0]","[47.39583333333333, 43.90625, 42.760416666666664, 45.625, 47.65625, 48.645833333333336, 47.864583333333336, 44.322916666666664, 43.802083333333336, 43.48958333333333, 46.40625, 46.145833333333336, 45.260416666666664, 47.13541666666667, 47.5, 45.78125, 0.0]","[36.388888888888886, 39.07407407407407, 45.27777777777778, 44.25925925925926, 39.72222222222222, 45.18518518518518, 44.62962962962963, 50.09259259259259, 58.24074074074074, 63.98148148148148, 50.37037037037037, 58.14814814814815, 63.51851851851852, 35.55555555555556, 35.74074074074074, 35.0, 0.0]"
"[48.266666666666666, 47.86666666666667, 46.666666666666664, 46.8, 51.06666666666667, 50.266666666666666, 48.4, 48, 48.666666666666664, 48.8, 49.86666666666667, 49.46666666666667, 50.53333333333333, 0.0, 48.8, 0.0, 49.6]","[35.78199052132702, 38.62559241706161, 41.70616113744076, 40.28436018957346, 39.33649289099526, 42.89099526066351, 41.70616113744076, 46.208530805687204, 51.4218009478673, 56.161137440758296, 46.208530805687204, 51.18483412322275, 56.63507109004739, 0.0, 35.07109004739336, 0.0, 35.54502369668246]","[48.645833333333336, 3.4895833333333335, 0.0, 8.541666666666666, 49.427083333333336, 65.26041666666667, 0.3645833333333333, 6.145833333333333, 48.020833333333336, 65.20833333333333, 0.3645833333333333, 0.0, 4.479166666666667, 0.0, 47.447916666666664, 0.0, 0.5729166666666666]","[36.01851851851852, 38.333333333333336, 38.425925925925924, 65.27777777777779, 38.24074074074074, 39.07407407407407, 43.98148148148148, 67.87037037037037, 38.7037037037037, 39.166666666666664, 44.81481481481481, 68.24074074074075, 68.42592592592592, 0.0, 41.75925925925926, 0.0, 50.18518518518519]"
"[52.2108843537415, 50.85034013605442, 49.48979591836735, 50.51020408163265, 53.74149659863946, 54.42176870748299, 53.2312925170068, 50.51020408163265, 51.02040816326531, 51.02040816326531, 53.91156462585034, 53.40136054421769, 53.2312925170068, 52.04081632653061, 52.72108843537415, 51.53061224489796, 0.0]","[41.99395770392749, 43.202416918429, 47.12990936555891, 45.31722054380665, 42.90030211480362, 47.73413897280967, 48.94259818731118, 53.47432024169184, 58.610271903323266, 63.74622356495468, 52.87009063444109, 58.30815709969789, 64.04833836858006, 40.78549848942598, 41.08761329305136, 40.483383685800604, 0.0]","[52.1875, 50.416666666666664, 49.322916666666664, 50.260416666666664, 53.125, 54.01041666666667, 54.01041666666667, 50.67708333333333, 50.67708333333333, 50.208333333333336, 52.65625000000001, 52.916666666666664, 52.708333333333336, 51.87500000000001, 52.44791666666667, 51.354166666666664, 0.0]","[40.27777777777778, 42.68518518518519, 46.01851851851852, 47.87037037037037, 42.77777777777778, 46.48148148148148, 48.24074074074074, 50.83333333333333, 58.05555555555556, 63.70370370370371, 51.01851851851852, 58.24074074074074, 63.888888888888886, 39.72222222222222, 39.53703703703704, 40.09259259259259, 0.0]"
"[45.733333333333334, 44.266666666666666, 43.6, 45.33333332248265, 47.46666666666667, 48, 46.8, 45.733333344184025, 46.53333332248264, 47.2, 47.46666666666667, 48, 48.4, 45.46666665581597, 45.86666666666667, 0.0, 46.266666666666666]","[38.62559241706161, 39.573459715639814, 42.89099526066351, 40.52132703135462, 39.33649289099526, 42.41706161137441, 42.18009478672986, 46.682464454976305, 50.4739336492891, 53.08056872037915, 45.97156398104266, 49.76303317535545, 52.843601895734594, 38.38862557528044, 38.151658750635896, 0.0, 37.203791469194314]","[45.364583333333336, 45.104166666666664, 44.895833333333336, 45.208333333333336, 45.989583333333336, 46.041666666666664, 47.1875, 46.822916666666664, 45.78125, 47.03125, 47.552083333333336, 46.822916666666664, 47.65625, 47.96875, 45.260416666666664, 0.0, 45.208333333333336]","[37.870370370370374, 40.46296296296296, 42.31481481481482, 43.51851851851852, 40.18518518518518, 40.27777777777778, 41.94444444444444, 42.407407407407405, 44.81481481481481, 48.98148148148148, 52.96296296296297, 44.62962962962963, 48.51851851851852, 52.77777777777778, 37.5, 0.0, 37.870370370370374]"
"[61.46666666666667, 59.333333333333336, 58.8, 60.13333333333333, 63.333333333333336, 63.46666666666667, 62.53333333333333, 59.333333333333336, 59.6, 60.13333333333333, 62.13333333333333, 59.06666666666667, 57.86666666666667, 0.0, 0.0, 0.0, 0.0]","[38.388625592417064, 39.33649289099526, 45.26066350710901, 41.943127962085306, 40.04739336492891, 45.497630331753555, 43.838862559241704, 46.91943127962085, 54.02843601895734, 62.322274881516584, 47.6303317535545, 54.73933649289099, 63.03317535545024, 0.0, 0.0, 0.0, 0.0]","[60.9375, 61.354166666666664, 59.84374999999999, 60.10416666666667, 61.875, 61.82291666666667, 60.677083333333336, 60.520833333333336, 59.47916666666667, 61.354166666666664, 59.27083333333333, 61.5625, 61.25000000000001, 0.0, 0.0, 0.0, 0.0]","[37.68518518518518, 40.27777777777778, 43.333333333333336, 42.87037037037037, 40.27777777777778, 44.074074074074076, 43.425925925925924, 47.592592592592595, 55.27777777777778, 47.77777777777778, 56.018518518518526, 37.407407407407405, 37.03703703703704, 0.0, 0.0, 0.0, 0.0]"
"[49.2, 47.46666666666667, 46.93333333333333, 48.266666666666666, 50.4, 50.93333333333333, 49.86666666666667, 48.53333333333333, 48.4, 48.13333333333333, 49.6, 50, 50.13333333333333, 48.93333333333333, 49.46666666666667, 48.4, 49.733333333333334]","[46.208530805687204, 48.1042654028436, 50.71090047393365, 48.5781990521327, 48.34123222748815, 52.3696682464455, 53.317535545023695, 56.63507109004739, 60.18957345971564, 64.92890995260663, 56.872037914691944, 60.18957345971564, 64.69194312796209, 45.497630331753555, 45.497630331753555, 45.97156398104266, 45.7345971563981]","[49.47916666666667, 48.385416666666664, 47.708333333333336, 48.385416666666664, 50.10416666666667, 50.46874999999999, 50.208333333333336, 48.385416666666664, 48.489583333333336, 48.69791666666667, 49.791666666666664, 49.791666666666664, 49.895833333333336, 49.21875, 49.73958333333333, 48.75, 49.947916666666664]","[46.01851851851852, 48.61111111111111, 50.92592592592593, 52.129629629629626, 48.51851851851852, 51.388888888888886, 53.05555555555556, 54.53703703703704, 59.72222222222222, 65.0925925925926, 54.629629629629626, 59.62962962962963, 65.0925925925926, 45.64814814814815, 45.74074074074074, 45.925925925925924, 46.01851851851852]"
"[51.2, 49.333333333333336, 47.86666666666667, 50.266666666666666, 54, 54.93333333333333, 53.2, 50, 49.86666666666667, 50.8, 54.13333333333333, 53.6, 53.6, 50.8, 52, 49.86666666666667, 52.53333333333333]","[33.41232227488152, 36.72985781990521, 44.54976303317535, 46.91943127962085, 35.54502369668246, 42.18009478672986, 44.54976303317535, 51.8957345971564, 59.47867298578199, 64.21800947867298, 52.132701421800945, 59.71563981042654, 64.21800947867298, 32.22748815165877, 32.464454976303315, 31.753554502369667, 31.990521327014218]","[51.145833333333336, 49.21875, 47.864583333333336, 50.572916666666664, 54.01041666666667, 55.57291666666667, 54.322916666666664, 50.416666666666664, 50.364583333333336, 49.947916666666664, 53.17708333333333, 53.43750000000001, 54.114583333333336, 50.625, 51.87500000000001, 50.10416666666667, 52.552083333333336]","[32.96296296296296, 36.94444444444444, 42.87037037037037, 46.94444444444444, 36.388888888888886, 41.574074074074076, 45.0, 49.25925925925926, 57.870370370370374, 64.25925925925927, 48.98148148148148, 57.870370370370374, 64.53703703703704, 32.31481481481481, 32.12962962962963, 32.5, 32.03703703703704]"
"[53.51906158357771, 51.90615835777126, 49.70674486803519, 52.49266862170088, 55.57184750733138, 57.91788856304985, 55.71847507331378, 51.46627565982405, 52.34604105571847, 51.759530791788855, 56.598240469208214, 55.86510263929619, 56.158357771260995, 0.0, 54.105571847507335, 52.49266862170088, 54.98533724340176]","[33.420365535248045, 35.77023498694517, 41.775456919060055, 41.514360313315926, 35.50913838120105, 41.775456919060055, 44.64751958224543, 49.08616187989556, 58.746736292428196, 63.18537859007833, 48.825065274151434, 57.702349869451695, 62.9242819843342, 0.0, 32.114882506527415, 32.37597911227154, 31.85378590078329]","[53.59374999999999, 51.822916666666664, 50.31250000000001, 52.44791666666667, 56.09375, 57.604166666666664, 55.052083333333336, 52.44791666666667, 52.34375, 52.1875, 55.15624999999999, 55.36458333333333, 56.30208333333333, 0.0, 54.270833333333336, 52.760416666666664, 54.947916666666664]","[32.68518518518518, 36.48148148148148, 41.66666666666667, 41.01851851851852, 36.666666666666664, 41.48148148148148, 42.03703703703704, 49.074074074074076, 57.870370370370374, 64.53703703703704, 49.074074074074076, 57.68518518518518, 64.72222222222223, 0.0, 32.12962962962963, 32.5, 32.31481481481481]"
"[48.78587196467991, 47.46136865342164, 46.136865342163354, 47.24061810154525, 50.11037527593819, 51.434878587196465, 50.11037527593819, 46.799116997792495, 47.90286975717439, 47.46136865342164, 50.77262693156733, 50.55187637969095, 50.55187637969095, 48.34437086092715, 49.00662251655629, 47.46136865342164, 49.66887417218543]","[41.568627450980394, 43.13725490196079, 49.01960784313726, 47.84313725490196, 42.745098039215684, 49.01960784313726, 48.23529411764706, 54.11764705882353, 61.568627450980394, 67.05882352941177, 54.11764705882353, 61.96078431372549, 67.84313725490196, 40.3921568627451, 40.3921568627451, 40, 39.6078431372549]","[48.4375, 46.822916666666664, 45.9375, 48.125, 50.208333333333336, 51.40625, 49.84375, 47.65625, 47.760416666666664, 47.5, 49.84375, 50.15625, 50.0, 48.020833333333336, 48.90625, 47.708333333333336, 49.47916666666667]","[40.833333333333336, 44.074074074074076, 47.40740740740741, 47.592592592592595, 43.51851851851852, 46.666666666666664, 47.40740740740741, 53.333333333333336, 61.2037037037037, 67.03703703703704, 53.148148148148145, 60.83333333333333, 67.87037037037037, 40.18518518518518, 39.907407407407405, 40.64814814814815, 40.27777777777778]"
"[51.87074829931973, 50.34013605442177, 48.12925170068027, 51.02040816326531, 53.91156462585034, 55.10204081632653, 53.74149659863946, 50, 50.34013605442177, 50.17006802721088, 54.08163265306123, 53.91156462585034, 53.91156462585034, 51.36054421768708, 52.2108843537415, 0.0, 52.89115646258504]","[37.16012084592145, 39.879154078549846, 41.99395770392749, 38.368580060422964, 39.57703927492447, 45.61933534743203, 46.52567975830816, 54.68277945619335, 62.53776435045317, 67.97583081570997, 54.0785498489426, 62.53776435045317, 67.97583081570997, 36.25377643504532, 35.64954682779456, 0.0, 35.34743202416919]","[86.82291666666667, 86.875, 52.1875, 86.82291666666667, 50.10416666666667, 86.82291666666667, 47.96875, 48.28125, 86.82291666666667, 86.875, 54.270833333333336, 86.875, 55.41666666666667, 86.82291666666667, 54.479166666666664, 0.0, 50.72916666666667]","[32.870370370370374, 33.425925925925924, 40.27777777777778, 33.14814814814815, 40.27777777777778, 35.648148148148145, 40.74074074074074, 32.12962962962963, 36.666666666666664, 33.51851851851852, 40.55555555555556, 35.37037037037037, 44.81481481481481, 35.92592592592593, 45.370370370370374, 0.0, 51.66666666666667]"
"[52.72108843537415, 51.19047619047619, 50.34013605442177, 51.87074829931973, 53.57142857142857, 54.93197278911565, 54.25170068027211, 51.02040816326531, 50.68027210884354, 50.51020408163265, 53.57142857142857, 53.2312925170068, 52.89115646258504, 52.2108843537415, 53.06122448979592, 51.87074829931973, 53.57142857142857]","[36.5558912386707, 38.972809667673715, 43.80664652567976, 39.274924471299094, 38.972809667673715, 45.31722054380665, 45.61933534743203, 51.05740181268882, 58.00604229607251, 63.74622356495468, 51.3595166163142, 58.610271903323266, 63.74622356495468, 35.95166163141994, 35.95166163141994, 35.95166163141994, 35.95166163141994]","[52.916666666666664, 50.416666666666664, 49.427083333333336, 50.78125, 54.322916666666664, 55.104166666666664, 54.895833333333336, 50.88541666666667, 50.572916666666664, 50.416666666666664, 52.96875, 52.81249999999999, 52.604166666666664, 52.604166666666664, 53.22916666666667, 51.979166666666664, 53.43750000000001]","[36.388888888888886, 39.81481481481482, 44.074074074074076, 42.77777777777778, 40.0, 44.166666666666664, 45.0, 49.72222222222222, 57.49999999999999, 63.61111111111111, 49.81481481481482, 57.592592592592595, 63.33333333333333, 35.648148148148145, 35.648148148148145, 35.833333333333336, 36.2962962962963]"
"[35.06666666666667, 34, 31.866666666666667, 32.8, 40.4, 40.666666666666664, 37.46666666666667, 34.53333333333333, 34.4, 34.13333333333333, 38.93333333333333, 38.93333333333333, 39.2, 34.8, 35.86666666666667, 0.0, 37.6]","[36.25592417061611, 40.28436018957346, 45.7345971563981, 42.18009478672986, 42.654028436018955, 49.76303317535545, 52.60663507109005, 51.65876777251185, 64.92890995260663, 71.56398104265404, 53.08056872037915, 66.58767772511848, 74.40758293838863, 35.07109004739336, 35.07109004739336, 0.0, 36.018957345971565]","[35.364583333333336, 34.21875, 7.552083333333333, 31.458333333333332, 12.916666666666668, 12.760416666666666, 32.5, 39.739583333333336, 41.09375, 38.177083333333336, 34.6875, 34.791666666666664, 34.947916666666664, 37.916666666666664, 38.333333333333336, 0.0, 35.15625]","[35.46296296296296, 40.833333333333336, 0.6481481481481481, 45.55555555555556, 0.0, 5.462962962962963, 43.888888888888886, 41.574074074074076, 48.888888888888886, 51.20370370370371, 55.55555555555556, 65.46296296296296, 71.38888888888889, 56.018518518518526, 65.18518518518519, 0.0, 34.25925925925926]"
"[34.53333333333333, 30.666666666666668, 29.066666666666666, 34.4, 33.86666666666667, 34.4, 35.6, 32.13333333333333, 34.4, 35.333333333333336, 33.86666666666667, 31.2, 31.866666666666667, 34.4, 34.8, 32, 0.0]","[43.127962085308056, 46.682464454976305, 56.39810426540284, 56.872037914691944, 46.682464454976305, 50.4739336492891, 53.317535545023695, 65.63981042654028, 72.03791469194313, 81.51658767772511, 63.03317535545024, 68.95734597156398, 75.59241706161137, 41.943127962085306, 41.46919431279621, 40.99526066350711, 0.0]","[34.63541666666667, 31.197916666666664, 46.40625, 30.052083333333336, 44.27083333333333, 28.958333333333336, 44.895833333333336, 33.229166666666664, 46.302083333333336, 32.708333333333336, 48.90625, 33.645833333333336, 53.17708333333333, 35.46875, 50.88541666666667, 31.458333333333332, 0.0]","[42.31481481481482, 46.38888888888889, 66.38888888888889, 46.666666666666664, 67.22222222222223, 55.46296296296296, 72.77777777777777, 56.94444444444444, 75.83333333333333, 46.48148148148148, 65.0925925925926, 51.94444444444445, 67.68518518518518, 54.53703703703704, 72.4074074074074, 62.68518518518519, 0.0]"
"[41.6, 42.93333333333333, 41.733333333333334, 40.4, 44.4, 44.8, 41.46666666666667, 43.46666666666667, 43.6, 44.53333333333333, 43.733333333333334, 44.13333333333333, 44.93333333333333, 0.0, 0.0, 0.0, 42.666666666666664]","[43.60189573459716, 45.26066350710901, 48.34123222748815, 47.867298578199055, 47.156398104265406, 53.317535545023695, 51.65876777251185, 54.976303317535546, 63.03317535545024, 70.61611374407583, 54.976303317535546, 63.27014218009479, 71.09004739336493, 0.0, 0.0, 0.0, 42.654028436018955]","[41.614583333333336, 44.322916666666664, 44.27083333333333, 38.90625, 41.14583333333333, 42.760416666666664, 41.614583333333336, 40.0, 44.635416666666664, 44.01041666666667, 44.895833333333336, 43.4375, 43.48958333333333, 0.0, 0.0, 0.0, 43.48958333333333]","[43.24074074074074, 45.55555555555556, 49.907407407407405, 50.37037037037037, 51.11111111111111, 46.38888888888889, 50.0, 51.85185185185185, 54.53703703703704, 61.94444444444444, 69.16666666666667, 55.092592592592595, 62.31481481481481, 0.0, 0.0, 0.0, 42.68518518518519]"
"[49.86187845303867, 49.171270718232044, 48.20441988950276, 48.89502762430939, 51.65745856353591, 51.65745856353591, 50.27624309392265, 49.58563535911602, 49.447513812154696, 49.72375690607735, 51.24309392265194, 51.10497237569061, 51.10497237569061, 49.58563535911602, 50.27624309392265, 49.30939226519337, 50.552486187845304]","[36.36363636363637, 38.82063882063882, 39.31203931203931, 37.1007371007371, 38.08353808353808, 40.78624078624079, 37.34643734643735, 44.96314496314496, 50.122850122850124, 54.054054054054056, 44.71744471744472, 50.368550368550366, 54.54545454545455, 35.87223587223587, 35.62653562653563, 35.38083538083538, 36.11793611793612]","[50.10416666666667, 50.0, 49.84375, 50.0, 50.208333333333336, 50.364583333333336, 50.208333333333336, 50.05208333333333, 50.05208333333333, 50.0, 50.260416666666664, 50.260416666666664, 50.15625, 50.10416666666667, 50.10416666666667, 50.10416666666667, 50.15625]","[37.407407407407405, 38.425925925925924, 40.74074074074074, 41.11111111111111, 38.24074074074074, 40.74074074074074, 40.64814814814815, 43.7037037037037, 48.24074074074074, 52.5, 43.333333333333336, 48.888888888888886, 52.96296296296297, 37.03703703703704, 37.31481481481482, 36.94444444444444, 37.31481481481482]"
